transaction_id,account_id,customer_id,timestamp,amount,currency,merchant_name,merchant_category,merchant_mcc,transaction_type,payment_channel,city,country,counterparty_iban,label,category,subcategory,is_subscription,is_salary,is_transfer,is_cash_withdrawal,balance_after_transaction
8ad68035f84340f7ae274045c562190e,A00000001,C0000001,2024-01-29T18:27:06,-26.79,USD,7-Eleven,groceries,5411,card_payment,in_store,Chicago,US,,7-ELEVEN,groceries,convenience,False,False,False,False,2351.86
5fa5a006690a470d98bac998068275ee,A00000001,C0000001,2024-01-29T12:48:09,-0.63,USD,SpotHero,transport,7523,card_payment_contactless,contactless,Chicago,US,,SPOTHERO,transport,parking,False,False,False,False,2351.23
6f7956ac984641f38db865a595b5af92,A00000001,C0000001,2024-01-30T17:28:04,-3.95,USD,H&M,shopping,5651,card_payment_online,online,,US,,H&M,shopping,clothing,False,False,False,False,2347.28
a82bb7c5856b46309fb64459660ce931,A00000001,C0000001,2024-01-30T10:16:33,-28.6,USD,Planet Fitness,subscriptions,7997,card_payment,in_store,Chicago,US,,PLANET FITNESS,subscriptions,gym,False,False,False,False,2318.68
fbbb97290eed4e08bef41ae69a80b9be,A00000001,C0000001,2024-01-30T13:07:02,-29.33,USD,Panera Bread,dining,5814,card_payment_online,online,,US,,PANERA BREAD,dining,fast_food,False,False,False,False,2289.35
aef0c99c9c2f4daf866d4d88eedcb213,A00000001,C0000001,2024-01-31T19:06:29,-25.09,USD,DoorDash,dining,5812,card_payment_online,online,,US,,DOORDASH*,dining,delivery,False,False,False,False,2264.26
82467810b1464555bda58418388e5d8c,A00000001,C0000001,2024-02-01T11:15:18,-1980.03,USD,Cardinal Regional Bank - Mortgage,finance,6012,ach_debit,direct_debit,,US,,LOAN PMT MORTGAGE,finance,mortgage,False,False,False,False,284.23
304ef644d073498c8c0778a5ecbec8a5,A00000001,C0000001,2024-02-01T09:08:50,-30.01,USD,Target,groceries,5411,card_payment,in_store,Chicago,US,,TARGET,groceries,supermarket,False,False,False,False,254.21
cfc6f176894148fb918b8edf480d6e62,A00000001,C0000001,2024-02-01T12:54:04,-28.55,USD,Uber,transport,4121,card_payment_online,online,,US,,UBER TRIP,transport,rideshare,False,False,False,False,225.66
9f54644530c04ab59b06a6943f9048ca,A00000001,C0000001,2024-02-01T05:04:25,-150.0,USD,ATM,finance,6011,atm_withdrawal,atm,Chicago,US,,ATM WITHDRAWAL CHICAGO,finance,atm_withdrawal,False,False,False,True,75.66
6f66c2701977470e9f5c69e712714234,A00000001,C0000001,2024-02-02T16:19:25,-71.74,USD,Aldi,groceries,5411,card_payment,in_store,Chicago,US,,ALDI,groceries,supermarket,False,False,False,False,3.92
3b724044087749158f9072464da1b9f5,A00000001,C0000001,2024-02-02T19:23:05,-12.02,USD,Panera Bread,dining,5814,card_payment,in_store,Chicago,US,,PANERA BREAD,dining,fast_food,False,False,False,False,-8.1
c357a80d31944f11ac068fd65b1f1efa,A00000001,C0000001,2024-02-02T02:07:37,-116.31,USD,Costco,groceries,5411,card_payment_contactless,contactless,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,-124.4
f04fc727a89f4c0b8fbe1f4476cb1412,A00000001,C0000001,2024-02-02T18:38:26,-49.57,USD,Costco Gas,transport,5541,card_payment_contactless,contactless,Chicago,US,,COSTCO GAS,transport,fuel,False,False,False,False,-173.97
18bd9111de68400298e22e0dfa07007a,A00000001,C0000001,2024-02-03T16:48:11,-440.53,USD,Cardinal Regional Bank - Auto Loan,finance,6012,ach_debit,direct_debit,,US,,LOAN PMT AUTO LOAN,finance,auto_loan,False,False,False,False,-614.5
b73bcabfffce42a3a6311e5f141de279,A00000001,C0000001,2024-02-03T17:14:44,-19.81,USD,McDonald's,dining,5814,card_payment_online,online,,US,,MCDONALD'S,dining,fast_food,False,False,False,False,-634.31
88dae4f94e9a4cb0b15b681821490be3,A00000001,C0000001,2024-02-03T14:26:20,-89.75,USD,Walmart,groceries,5411,card_payment_online,online,,US,,WAL MART #,groceries,supermarket,False,False,False,False,-724.05
1a23ecd3279541c5a34d809a8fad056a,A00000001,C0000001,2024-02-03T11:21:57,-123.56,USD,Target,groceries,5411,card_payment,in_store,Chicago,US,,TARGET T-,groceries,supermarket,False,False,False,False,-847.61
7d38b121cae24808b325615fa43e9c65,A00000001,C0000001,2024-02-03T18:56:08,-60.0,USD,ATM,finance,6011,atm_withdrawal,atm,Chicago,US,,ATM WITHDRAWAL CHICAGO,finance,atm_withdrawal,False,False,False,True,-907.61
868e3997f00048cfbd7afc50c913d3c1,A00000001,C0000001,2024-02-04T19:57:23,-20.0,USD,Cardinal Regional Bank - Returned Item,finance,6012,fee,direct_debit,,US,,NSF FEE RENT,finance,overdraft_fee,False,False,False,False,-927.61
29aa750380694d86979e6f6ed144d31a,A00000001,C0000001,2024-02-04T08:13:09,-20.8,USD,Trader Joe's,groceries,5411,card_payment_contactless,contactless,Chicago,US,,TRADER JOE'S,groceries,supermarket,False,False,False,False,-948.41
d7162f0a3bf54dc2927d6b9525188692,A00000001,C0000001,2024-02-04T21:01:46,-0.63,USD,Starbucks,dining,5814,card_payment_online,online,,US,,STARBUCKS #,dining,coffee,False,False,False,False,-949.04
e7eff6e6c6474008ae035a02e8c36957,A00000001,C0000001,2024-02-04T11:47:38,-114.18,USD,Kroger,groceries,5411,card_payment_contactless,contactless,Chicago,US,,KROGER,groceries,supermarket,False,False,False,False,-1063.23
f6ae2c2cfcac49ceb8c8d2cefb805b74,A00000001,C0000001,2024-02-05T17:16:10,-58.35,USD,CVS Pharmacy,health,5912,card_payment,in_store,Chicago,US,,CVS PHARMACY,health,pharmacy,False,False,False,False,-1121.58
ce2ab48049fe40df9b26fe457d6a4778,A00000001,C0000001,2024-02-05T15:09:44,-166.12,USD,Best Buy,shopping,5722,card_payment_online,online,,US,,BEST BUY,shopping,electronics,False,False,False,False,-1287.69
8a8713a884f842fa9428a92247cada24,A00000001,C0000001,2024-02-05T14:44:15,-6.97,USD,Local Bakery,groceries,5462,card_payment,in_store,Chicago,US,,LOCAL BAKERY,groceries,bakery,False,False,False,False,-1294.66
5f942f8a12d847ad8a6bfcb29ba14da6,A00000001,C0000001,2024-02-06T07:08:48,-92.69,USD,AT&T,telecom,4814,ach_debit,direct_debit,,US,,AT&T,telecom,mobile,True,False,False,False,-1387.35
